id,__typename,createdAt,deviceID,eventStatus,owner,timestamp,updatedAt,userID
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2c46,DeviceTimeStamp,2023-09-18T07:19:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-18T07:19:00.001Z,2023-09-18T07:19:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2c55,DeviceTimeStamp,2023-09-18T23:40:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-18T23:40:00.001Z,2023-09-18T23:40:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2c56,DeviceTimeStamp,2023-09-19T07:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-19T07:02:00.001Z,2023-09-19T07:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2c80,DeviceTimeStamp,2023-09-19T23:58:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-19T23:58:00.001Z,2023-09-19T23:58:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2c81,DeviceTimeStamp,2023-09-20T07:30:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-20T07:30:00.001Z,2023-09-20T07:30:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d06,DeviceTimeStamp,2023-09-20T23:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-20T23:01:00.001Z,2023-09-20T23:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d15,DeviceTimeStamp,2023-09-21T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-21T07:00:00.001Z,2023-09-21T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d16,DeviceTimeStamp,2023-09-21T23:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-21T23:02:00.001Z,2023-09-21T23:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d40,DeviceTimeStamp,2023-09-22T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-22T07:00:00.001Z,2023-09-22T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d41,DeviceTimeStamp,2023-09-22T21:05:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-22T21:05:00.001Z,2023-09-22T21:05:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d65,DeviceTimeStamp,2023-09-23T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-23T07:00:00.001Z,2023-09-23T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d74,DeviceTimeStamp,2023-09-23T22:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-23T22:01:00.001Z,2023-09-23T22:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d75,DeviceTimeStamp,2023-09-24T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-24T07:00:00.001Z,2023-09-24T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2d99,DeviceTimeStamp,2023-09-24T23:09:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-24T23:09:00.001Z,2023-09-24T23:09:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e01,DeviceTimeStamp,2023-09-25T07:20:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-25T07:20:00.001Z,2023-09-25T07:20:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e25,DeviceTimeStamp,2023-09-25T23:10:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-25T23:10:00.001Z,2023-09-25T23:10:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e34,DeviceTimeStamp,2023-09-26T07:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-26T07:01:00.001Z,2023-09-26T07:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e35,DeviceTimeStamp,2023-09-26T23:20:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-26T23:20:00.001Z,2023-09-26T23:20:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e59,DeviceTimeStamp,2023-09-27T07:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-27T07:02:00.001Z,2023-09-27T07:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e60,DeviceTimeStamp,2023-09-27T23:07:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-27T23:07:00.001Z,2023-09-27T23:07:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e84,DeviceTimeStamp,2023-09-28T07:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-28T07:02:00.001Z,2023-09-28T07:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e93,DeviceTimeStamp,2023-09-28T23:07:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-28T23:07:00.001Z,2023-09-28T23:07:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2e94,DeviceTimeStamp,2023-09-29T07:01:06.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-29T07:01:06.001Z,2023-09-29T07:01:06.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f19,DeviceTimeStamp,2023-09-29T23:08:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-29T23:08:00.001Z,2023-09-29T23:08:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f20,DeviceTimeStamp,2023-09-30T07:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-30T07:01:00.001Z,2023-09-30T07:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f44,DeviceTimeStamp,2023-09-30T23:00:03.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-09-30T23:00:03.001Z,2023-09-30T23:00:03.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f71,DeviceTimeStamp,2023-10-01T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-01T07:00:00.001Z,2023-10-01T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f72,DeviceTimeStamp,2023-10-01T23:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-01T23:00:00.001Z,2023-10-01T23:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2f96,DeviceTimeStamp,2023-10-02T05:30:39.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-02T05:30:39.001Z,2023-10-02T05:30:39.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g06,DeviceTimeStamp,2023-10-02T22:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-02T22:01:00.001Z,2023-10-02T22:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g07,DeviceTimeStamp,2023-10-03T07:47:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-03T07:47:00.001Z,2023-10-03T07:47:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g31,DeviceTimeStamp,2023-10-03T23:12:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-03T23:12:00.001Z,2023-10-03T23:12:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g32,DeviceTimeStamp,2023-10-04T07:08:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-04T07:08:00.001Z,2023-10-04T07:08:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g56,DeviceTimeStamp,2023-10-04T23:13:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-04T23:13:00.001Z,2023-10-04T23:13:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g58,DeviceTimeStamp,2023-10-05T07:09:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-05T07:09:00.001Z,2023-10-05T07:09:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g59,DeviceTimeStamp,2023-10-05T23:15:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-05T23:15:00.001Z,2023-10-05T23:15:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g83,DeviceTimeStamp,2023-10-06T07:10:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-06T07:10:00.001Z,2023-10-06T07:10:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2g84,DeviceTimeStamp,2023-10-06T23:50:30.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-06T23:50:30.001Z,2023-10-06T23:50:30.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h09,DeviceTimeStamp,2023-10-07T06:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-07T06:01:00.001Z,2023-10-07T06:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h18,DeviceTimeStamp,2023-10-07T22:00:00.021Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-07T22:00:00.021Z,2023-10-07T22:00:00.021Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h19,DeviceTimeStamp,2023-10-08T07:10:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-08T07:10:00.001Z,2023-10-08T07:10:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h43,DeviceTimeStamp,2023-10-08T21:15:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-08T21:15:00.001Z,2023-10-08T21:15:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h44,DeviceTimeStamp,2023-10-09T07:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-09T07:01:00.001Z,2023-10-09T07:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h68,DeviceTimeStamp,2023-10-09T23:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-09T23:00:00.001Z,2023-10-09T23:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h70,DeviceTimeStamp,2023-10-10T07:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-10T07:02:00.001Z,2023-10-10T07:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h71,DeviceTimeStamp,2023-10-10T23:20:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-10T23:20:00.001Z,2023-10-10T23:20:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h95,DeviceTimeStamp,2023-10-11T07:02:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-11T07:02:00.001Z,2023-10-11T07:02:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2h96,DeviceTimeStamp,2023-10-11T22:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-11T22:00:00.001Z,2023-10-11T22:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i21,DeviceTimeStamp,2023-10-12T07:01:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-12T07:01:00.001Z,2023-10-12T07:01:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i30,DeviceTimeStamp,2023-10-12T23:39:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-12T23:39:00.001Z,2023-10-12T23:39:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i31,DeviceTimeStamp,2023-10-13T07:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-13T07:00:00.001Z,2023-10-13T07:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i55,DeviceTimeStamp,2023-10-13T23:30:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-13T23:30:00.001Z,2023-10-13T23:30:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i56,DeviceTimeStamp,2023-10-14T07:15:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,FALSE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-14T07:15:00.001Z,2023-10-14T07:15:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
jkl4b9d8-dbf4-44fa-b3f8-c01dd3ce2i80,DeviceTimeStamp,2023-10-14T23:00:00.001Z,111j6h66-938q-278r-8e24-4t99e27q8371,TRUE,fat06b84-ceb1-4f65-8407-13cd12663818::fat06b84-ceb1-4f65-8407-13cd12663818,2023-10-14T23:00:00.001Z,2023-10-14T23:00:00.001Z,fat06b84-ceb1-4f65-8407-13cd12663818
